InputID,TargetID
O203a,O202p
O203a,O203p
O203a,O205p
O203a,O265p
O203p,O097p
O203p,O101p
O203p,O123p
O203p,O196p
O203p,O197p
O203p,O198p
O203p,O201p
O203p,O202p
O203p,O203a
O203p,O205p
O205p,O101p
O205p,O114p
O205p,O119p
O205p,O120p
O205p,O123p
O205p,O124p
O205p,O125p
O205p,O203a
O205p,O203p
O205p,O208p
O208p,O115p
O208p,O119p
O208p,O120p
O208p,O122p
O208p,O125p
O208p,O209p
O208p,O211p
O208p,O212p
O208p,O213p
O208p,O216p
O209p,O117p
O209p,O122p
O209p,O208p
O209p,O211p
O209p,O212p
O209p,O213p
O209p,O216p
O209p,O217p
O209p,O228p
O209p,O229p
O211p,O117p
O211p,O120p
O211p,O122p
O211p,O208p
O211p,O209p
O211p,O212p
O211p,O213p
O211p,O216p
O211p,O228p
O211p,O229p
O212p,O120p
O212p,O122p
O212p,O208p
O212p,O209p
O212p,O211p
O212p,O213p
O212p,O216p
O212p,O222p
O212p,O228p
O212p,O229p
O213p,O122p
O213p,O208p
O213p,O209p
O213p,O211p
O213p,O212p
O213p,O216p
O213p,O217p
O213p,O222p
O213p,O228p
O213p,O229p
O216p,O143p
O216p,O208p
O216p,O209p
O216p,O211p
O216p,O212p
O216p,O213p
O216p,O217p
O216p,O222p
O216p,O228p
O216p,O229p
O217p,O133p
O217p,O143p
O217p,O144p
O217p,O209p
O217p,O216p
O217p,O220p
O217p,O222p
O217p,O228p
O217p,O229p
O217p,O271p
O220p,O143p
O220p,O144p
O220p,O150p
O220p,O152p
O220p,O158p
O220p,O217p
O220p,O222p
O220p,O226p
O220p,O228p
O220p,O271p
O222p,O143p
O222p,O144p
O222p,O209p
O222p,O213p
O222p,O216p
O222p,O217p
O222p,O220p
O222p,O228p
O222p,O229p
O222p,O271p
O226p,O143p
O226p,O144p
O226p,O150p
O226p,O152p
O226p,O158p
O226p,O217p
O226p,O220p
O226p,O222p
O226p,O228p
O226p,O271p
O228p,O143p
O228p,O209p
O228p,O211p
O228p,O212p
O228p,O213p
O228p,O216p
O228p,O217p
O228p,O222p
O228p,O229p
O228p,O271p
O229p,O143p
O229p,O208p
O229p,O209p
O229p,O211p
O229p,O212p
O229p,O213p
O229p,O216p
O229p,O217p
O229p,O222p
O229p,O228p
O243p,O152p
O243p,O158p
O243p,O160a
O243p,O166p
O243p,O244p
O243p,O247p
O243p,O250p
O243p,O253p
O243p,O286p
O243p,O290p
O244p,O160a
O244p,O166p
O244p,O243p
O244p,O247b
O244p,O247p
O244p,O250p
O244p,O253p
O244p,O255p
O244p,O286p
O244p,O290p
O247b,O160a
O247b,O166p
O247b,O168p
O247b,O174p
O247b,O177p
O247b,O247p
O247b,O250p
O247b,O253p
O247b,O255p
O247b,O286p
O247p,O160a
O247p,O166p
O247p,O168p
O247p,O177p
O247p,O244p
O247p,O247b
O247p,O250p
O247p,O253p
O247p,O255p
O247p,O286p
O250p,O168p
O250p,O177p
O250p,O244p
O250p,O247b
O250p,O247p
O250p,O253p
O250p,O255p
O250p,O286p
O250p,O289p
O250p,O290p
O253p,O160a
O253p,O166p
O253p,O243p
O253p,O244p
O253p,O247b
O253p,O247p
O253p,O250p
O253p,O255p
O253p,O286p
O253p,O290p
O255p,O174p
O255p,O177p
O255p,O244p
O255p,O247b
O255p,O247p
O255p,O250p
O255p,O253p
O255p,O286p
O255p,O289p
O255p,O290p
O265p,O196p
O265p,O197p
O265p,O198p
O265p,O199p
O265p,O200p
O265p,O201p
O265p,O202p
O265p,O203a
O265p,O203p
O265p,O205p
O271p,O143p
O271p,O144p
O271p,O213p
O271p,O216p
O271p,O217p
O271p,O220p
O271p,O222p
O271p,O226p
O271p,O228p
O271p,O229p
O286p,O177p
O286p,O243p
O286p,O244p
O286p,O247b
O286p,O247p
O286p,O250p
O286p,O253p
O286p,O255p
O286p,O289p
O286p,O290p
O289p,O174p
O289p,O177p
O289p,O244p
O289p,O247b
O289p,O247p
O289p,O250p
O289p,O253p
O289p,O255p
O289p,O286p
O289p,O290p
O290p,O177p
O290p,O243p
O290p,O244p
O290p,O247b
O290p,O247p
O290p,O250p
O290p,O253p
O290p,O255p
O290p,O286p
O290p,O289p
P002p,I274p
P002p,I275p
P002p,K287p
P002p,K321p
P002p,K322p
P002p,K329p
P002p,O174p
P002p,P004p
P002p,P010p
P002p,P060a
P004p,I275p
P004p,K321p
P004p,K322p
P004p,K329p
P004p,O168p
P004p,O174p
P004p,P002p
P004p,P010p
P004p,P060a
P004p,P063p
P010p,I275p
P010p,K322p
P010p,K329p
P010p,K330p
P010p,O174p
P010p,P002p
P010p,P004p
P010p,P018p
P010p,P060a
P010p,P063p
P018p,K329p
P018p,K330p
P018p,K331p
P018p,K338p
P018p,P010p
P018p,P021p
P018p,P022p
P018p,P060a
P018p,P063p
P018p,P088p
P021p,K330p
P021p,K331p
P021p,K338p
P021p,K341p
P021p,P018p
P021p,P022p
P021p,P063p
P021p,P086p
P021p,P088p
P021p,P130p
P022p,K292p
P022p,K296p
P022p,K338p
P022p,K340p
P022p,K341p
P022p,P018p
P022p,P021p
P022p,P025p
P022p,P086p
P022p,P088p
P025p,K304p
P025p,K338p
P025p,K340p
P025p,K341p
P025p,P021p
P025p,P022p
P025p,P086p
P025p,P088p
P025p,P103p
P025p,P144p
P041p,K307b
P041p,K307p
P041p,K311a
P041p,K312a
P041p,K312p
P041p,K353p
P041p,P045p
P041p,P107a
P041p,P112p
P041p,P147p
P045p,K311a
P045p,K312a
P045p,K312p
P045p,K353p
P045p,K358p
P045p,K360p
P045p,K361p
P045p,P041p
P045p,P107a
P045p,P112p
P060a,I275p
P060a,K329p
P060a,O168p
P060a,O174p
P060a,O177p
P060a,O247b
P060a,P002p
P060a,P004p
P060a,P010p
P060a,P063p
P063p,K322p
P063p,K329p
P063p,K330p
P063p,O174p
P063p,P002p
P063p,P004p
P063p,P010p
P063p,P018p
P063p,P060a
P063p,P133p
P086p,K338p
P086p,K341p
P086p,P018p
P086p,P021p
P086p,P022p
P086p,P025p
P086p,P088p
P086p,P103p
P086p,P130p
P086p,P144p
P088p,K338p
P088p,K341p
P088p,P018p
P088p,P021p
P088p,P022p
P088p,P025p
P088p,P086p
P088p,P103p
P088p,P130p
P088p,P133p
P103p,P022p
P103p,P025p
P103p,P086p
P103p,P088p
P103p,P112p
P103p,P130p
P103p,P144p
P103p,P147p
P103p,P152p
P103p,P168p
P107a,K353p
P107a,K358p
P107a,P041p
P107a,P045p
P107a,P112p
P107a,P147p
P107a,P168p
P107a,P176p
P107a,P188p
P107a,Q002p
P112p,K353p
P112p,P041p
P112p,P045p
P112p,P107a
P112p,P144p
P112p,P147p
P112p,P152p
P112p,P168p
P112p,P176p
P112p,P188p
P130p,K341p
P130p,P018p
P130p,P021p
P130p,P022p
P130p,P063p
P130p,P086p
P130p,P088p
P130p,P103p
P130p,P133p
P130p,P144p
P133p,O174p
P133p,O289p
P133p,P004p
P133p,P010p
P133p,P018p
P133p,P021p
P133p,P060a
P133p,P063p
P133p,P088p
P133p,P130p
P144p,P025p
P144p,P041p
P144p,P086p
P144p,P088p
P144p,P103p
P144p,P112p
P144p,P130p
P144p,P147p
P144p,P152p
P144p,P168p
P147p,P025p
P147p,P041p
P147p,P045p
P147p,P103p
P147p,P107a
P147p,P112p
P147p,P144p
P147p,P152p
P147p,P168p
P147p,P176p
P152p,P025p
P152p,P041p
P152p,P086p
P152p,P088p
P152p,P103p
P152p,P112p
P152p,P130p
P152p,P144p
P152p,P147p
P152p,P168p
P168p,P041p
P168p,P045p
P168p,P103p
P168p,P107a
P168p,P112p
P168p,P144p
P168p,P147p
P168p,P152p
P168p,P176p
P168p,P188p
P176p,K358p
P176p,K360p
P176p,P041p
P176p,P045p
P176p,P107a
P176p,P112p
P176p,P147p
P176p,P168p
P176p,P188p
P176p,Q002p
P188p,K360p
P188p,K361p
P188p,P045p
P188p,P107a
P188p,P112p
P188p,P176p
P188p,Q001p
P188p,Q002p
P188p,Q077p
P188p,Q162p
Q001p,K317p
Q001p,K358p
Q001p,K360p
Q001p,K361p
Q001p,L352p
Q001p,L413p
Q001p,L414p
Q001p,Q002p
Q001p,Q003p
Q001p,Q077p
Q002p,K358p
Q002p,K360p
Q002p,K361p
Q002p,L413p
Q002p,L414p
Q002p,P107a
Q002p,P188p
Q002p,Q001p
Q002p,Q003p
Q002p,Q077p
Q003p,L364p
Q003p,L413p
Q003p,L414p
Q003p,Q001p
Q003p,Q002p
Q003p,Q077p
Q003p,Q086p
Q003p,Q096c
Q003p,Q162p
Q003p,Q170p
Q009p,L319p
Q009p,L360p
Q009p,L364p
Q009p,L372p
Q009p,Q003p
Q009p,Q013p
Q009p,Q086p
Q009p,Q095p
Q009p,Q096c
Q009p,Q170p
Q013p,L319p
Q013p,L360p
Q013p,L372p
Q013p,Q003p
Q013p,Q009p
Q013p,Q077p
Q013p,Q086p
Q013p,Q095p
Q013p,Q096c
Q013p,Q170p
Q077p,L414p
Q077p,P188p
Q077p,Q001p
Q077p,Q002p
Q077p,Q003p
Q077p,Q086p
Q077p,Q095p
Q077p,Q096c
Q077p,Q162p
Q077p,Q170p
Q086p,L364p
Q086p,Q001p
Q086p,Q003p
Q086p,Q009p
Q086p,Q013p
Q086p,Q077p
Q086p,Q095p
Q086p,Q096c
Q086p,Q162p
Q086p,Q170p
Q095p,L364p
Q095p,L372p
Q095p,Q003p
Q095p,Q009p
Q095p,Q013p
Q095p,Q077p
Q095p,Q086p
Q095p,Q096c
Q095p,Q162p
Q095p,Q170p
Q096c,L360p
Q096c,L364p
Q096c,L372p
Q096c,Q003p
Q096c,Q009p
Q096c,Q013p
Q096c,Q077p
Q096c,Q086p
Q096c,Q095p
Q096c,Q170p
Q162p,L414p
Q162p,P188p
Q162p,Q001p
Q162p,Q002p
Q162p,Q003p
Q162p,Q077p
Q162p,Q086p
Q162p,Q095p
Q162p,Q096c
Q162p,Q170p
Q170p,Q001p
Q170p,Q002p
Q170p,Q003p
Q170p,Q009p
Q170p,Q013p
Q170p,Q077p
Q170p,Q086p
Q170p,Q095p
Q170p,Q096c
Q170p,Q162p
R002p,H075p
R002p,N001a
R002p,N001p
R002p,N003p
R002p,S006p
R002p,S007p
R002p,S008p
R002p,S009p
R002p,S010p
R002p,S012a
S006p,N001a
S006p,N001p
S006p,N048p
S006p,R002p
S006p,S007p
S006p,S008p
S006p,S009p
S006p,S010p
S006p,S012a
S006p,S012p
S007p,N001a
S007p,N001p
S007p,N003p
S007p,N048p
S007p,R002p
S007p,S006p
S007p,S008p
S007p,S009p
S007p,S010p
S007p,S012a
S008p,N001a
S008p,N001p
S008p,N003p
S008p,N048p
S008p,R002p
S008p,S006p
S008p,S007p
S008p,S009p
S008p,S010p
S008p,S012a
S009p,N001a
S009p,N001p
S009p,N003p
S009p,N007p
S009p,N048p
S009p,S006p
S009p,S007p
S009p,S008p
S009p,S010p
S009p,S012a
S010p,N048p
S010p,S006p
S010p,S007p
S010p,S008p
S010p,S009p
S010p,S012a
S010p,S012p
S010p,S014a
S010p,S014p
S010p,S015p
S012a,N001p
S012a,N003p
S012a,N048p
S012a,S006p
S012a,S007p
S012a,S008p
S012a,S009p
S012a,S010p
S012a,S014a
S012a,S015p
S012p,S006p
S012p,S007p
S012p,S009p
S012p,S010p
S012p,S012a
S012p,S014a
S012p,S014p
S012p,S015p
S012p,S017p
S012p,S019p
S014a,N048p
S014a,N054p
S014a,S010p
S014a,S012a
S014a,S014p
S014a,S015p
S014a,S017p
S014a,S019p
S014a,S020a
S014a,S020p
S014p,S010p
S014p,S012a
S014p,S012p
S014p,S014a
S014p,S015p
S014p,S017p
S014p,S019p
S014p,S020a
S014p,S020p
S014p,S021a
S015p,N048p
S015p,N051p
S015p,N054p
S015p,S009p
S015p,S012a
S015p,S014a
S015p,S014p
S015p,S019p
S015p,S020a
S015p,S020p
S017p,S012a
S017p,S012p
S017p,S014a
S017p,S014p
S017p,S015p
S017p,S019p
S017p,S020a
S017p,S020p
S017p,S021a
S017p,S022p
S019p,N054p
S019p,S012a
S019p,S014a
S019p,S014p
S019p,S015p
S019p,S017p
S019p,S020a
S019p,S020p
S019p,S021a
S019p,S022p
S020a,N054p
S020a,N092p
S020a,N095p
S020a,S014a
S020a,S015p
S020a,S017p
S020a,S019p
S020a,S020p
S020a,S021a
S020a,S022p
S020p,N048p
S020p,N054p
S020p,N092p
S020p,S014a
S020p,S015p
S020p,S017p
S020p,S019p
S020p,S020a
S020p,S021a
S020p,S022p
S021a,N054p
S021a,N095p
S021a,S014a
S021a,S014p
S021a,S015p
S021a,S017p
S021a,S019p
S021a,S020a
S021a,S020p
S021a,S022p
S022p,N054p
S022p,N095p
S022p,S014a
S022p,S014p
S022p,S015p
S022p,S017p
S022p,S019p
S022p,S020a
S022p,S020p
S022p,S021a
